customer_id,person_age,occupation_status,years_employed,person_income,Credit_Score,cb_person_cred_hist_length,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amnt,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,Province,Latitude,Longitude,Risk_Segment,DTI_Ratio
CUST105008,26,Employed,2.0,78289,554,4.2,239,13048,0,0,0,Credit Card,Medical,70000,21.14,0.167,0.894,0.298,1,Ontario,43.9425152042622,-79.05529859225234,Tier 4 - Subprime,0.894
CUST105009,33,Employed,5.4,41868,668,14.8,46260,23528,1,2,0,Credit Card,Personal,45400,17.44,0.562,1.084,0.361,0,Quebec,45.746831838867976,-73.344122591358,Tier 3 - Near Prime,1.084
CUST105010,54,Employed,19.9,71918,680,21.5,1280,22817,0,0,0,Line of Credit,Home Improvement,43000,10.72,0.317,0.598,0.199,1,Ontario,43.881081147200646,-78.8420659964631,Tier 2 - Prime,0.598
CUST105011,43,Self-Employed,5.6,58021,673,23.2,4335,17102,0,0,0,Personal Loan,Medical,44200,12.16,0.295,0.762,0.254,1,British Columbia,49.30117519661382,-123.43432402929588,Tier 3 - Near Prime,0.762
CUST105012,35,Employed,16.0,56681,638,10.0,1721,26940,0,0,0,Credit Card,Education,30500,20.52,0.475,0.538,0.179,1,Quebec,46.01347064317059,-73.35341645717868,Tier 3 - Near Prime,0.538
CUST105013,32,Employed,10.1,94301,654,13.5,3629,25680,0,1,0,Credit Card,Medical,8800,18.45,0.272,0.093,0.031,1,British Columbia,49.75146969167284,-122.58107053907614,Tier 3 - Near Prime,0.093
CUST105014,35,Employed,10.7,15000,639,13.1,74,572,0,0,0,Line of Credit,Medical,10600,11.35,0.038,0.707,0.236,0,Ontario,43.44848592975256,-79.86786760230092,Tier 3 - Near Prime,0.707
CUST105015,28,Student,1.5,45969,657,6.3,677,8127,0,0,0,Line of Credit,Medical,20900,9.85,0.177,0.455,0.152,1,Ontario,44.0188334471127,-79.30889597861031,Tier 3 - Near Prime,0.455
CUST105016,18,Self-Employed,1.0,199865,620,0.2,631,119333,0,2,0,Credit Card,Personal,51600,19.59,0.597,0.258,0.086,0,Ontario,44.12253021669504,-78.8019298180798,Tier 3 - Near Prime,0.258
CUST105017,59,Student,0.0,43381,607,6.5,1851,25553,0,0,0,Personal Loan,Education,52500,14.64,0.589,1.21,0.403,0,Ontario,43.79510596535082,-79.9094823600316,Tier 3 - Near Prime,1.21
CUST105018,36,Employed,11.7,22103,709,13.4,3010,2988,0,0,0,Personal Loan,Business,20700,10.32,0.135,0.937,0.312,1,Quebec,45.568395031249736,-73.73176483897157,Tier 2 - Prime,0.937
CUST105019,39,Employed,20.3,21502,617,3.4,1940,10607,0,0,0,Credit Card,Debt Consolidation,800,19.73,0.493,0.037,0.012,0,Alberta,53.75236409711357,-113.99180054733307,Tier 3 - Near Prime,0.037
CUST105020,34,Employed,10.5,50384,586,3.0,2611,16637,1,3,1,Credit Card,Personal,52100,22.26,0.33,1.034,0.345,0,British Columbia,48.878372788974445,-123.01775035323529,Tier 4 - Subprime,1.034
CUST105021,26,Employed,1.4,16022,618,0.7,19,9114,1,1,0,Credit Card,Personal,19800,19.74,0.569,1.236,0.412,0,Quebec,45.00651241145132,-73.1440277757084,Tier 3 - Near Prime,1.236
CUST105022,32,Employed,12.0,15000,548,3.9,252,1017,0,0,0,Credit Card,Debt Consolidation,20700,21.41,0.068,1.38,0.46,0,Saskatchewan,52.51738032996054,-106.97966897580434,Tier 4 - Subprime,1.38
CUST105023,18,Employed,0.0,36276,541,0.4,262,18943,0,0,0,Credit Card,Personal,1700,22.45,0.522,0.047,0.016,0,British Columbia,49.37069147252651,-123.4756088386394,Tier 4 - Subprime,0.047
CUST105024,62,Student,1.2,58777,687,6.2,2763,5480,0,0,0,Credit Card,Debt Consolidation,5900,18.19,0.093,0.1,0.033,1,Manitoba,49.44210178840232,-97.1022950239733,Tier 2 - Prime,0.1
CUST105025,20,Employed,1.0,49667,542,0.7,18,18342,0,1,0,Line of Credit,Personal,29500,13.32,0.369,0.594,0.198,0,Quebec,45.40128163257384,-73.74084198561378,Tier 4 - Subprime,0.594
CUST105026,22,Employed,2.9,56308,579,1.4,193,7796,0,0,2,Line of Credit,Personal,24700,13.77,0.138,0.439,0.146,0,Ontario,43.411081245740284,-78.9918683079704,Tier 4 - Subprime,0.439
CUST105027,29,Employed,10.6,29179,689,7.9,474,12485,0,0,0,Credit Card,Home Improvement,14300,18.82,0.428,0.49,0.163,1,Ontario,44.10377354507082,-79.8224426289313,Tier 2 - Prime,0.49
CUST105028,50,Employed,12.0,52149,681,23.1,836,24128,0,0,0,Personal Loan,Business,34400,12.07,0.463,0.66,0.22,0,British Columbia,49.291364217375204,-122.62334048746085,Tier 2 - Prime,0.66
CUST105029,35,Employed,9.9,29213,617,16.3,250,12847,0,2,1,Credit Card,Home Improvement,32200,19.92,0.44,1.102,0.367,0,Ontario,43.74621505532389,-79.01031202530159,Tier 3 - Near Prime,1.102
CUST105030,20,Student,1.7,15000,526,0.8,94,1711,0,1,1,Line of Credit,Medical,6300,13.72,0.114,0.42,0.14,0,Ontario,43.335548485914,-79.96506492658905,Tier 4 - Subprime,0.42
CUST105031,50,Self-Employed,24.7,41805,723,16.5,730,14760,0,0,0,Personal Loan,Education,27600,9.52,0.353,0.66,0.22,1,Quebec,45.86057625710961,-73.83315666684518,Tier 2 - Prime,0.66
CUST105032,43,Employed,20.6,66882,669,12.3,3673,26878,0,0,0,Line of Credit,Personal,44500,9.49,0.402,0.665,0.222,1,Quebec,46.01782154511595,-73.0709855074517,Tier 3 - Near Prime,0.665
CUST105033,41,Employed,12.9,24932,785,4.1,217,7821,0,0,0,Line of Credit,Debt Consolidation,14900,6.97,0.314,0.598,0.199,1,Quebec,45.85269321843817,-73.14105467424336,Tier 1 - Super Prime,0.598
CUST105034,43,Self-Employed,19.7,30883,646,9.8,1789,9685,0,2,0,Personal Loan,Debt Consolidation,3900,13.2,0.314,0.126,0.042,0,Ontario,43.644630971837344,-79.39158015274394,Tier 3 - Near Prime,0.126
CUST105035,63,Employed,6.8,75485,666,20.2,9286,12040,0,0,0,Personal Loan,Education,79100,12.74,0.16,1.048,0.349,1,Ontario,44.05530671811663,-79.3264113261113,Tier 3 - Near Prime,1.048
CUST105036,61,Self-Employed,6.9,119377,749,28.2,85780,48316,0,2,0,Personal Loan,Medical,100000,9.63,0.405,0.838,0.279,1,Quebec,45.12725064539489,-74.07032006084663,Tier 2 - Prime,0.838
CUST105037,26,Self-Employed,1.7,36712,606,6.2,12166,10142,0,1,0,Credit Card,Medical,30200,20.02,0.276,0.823,0.274,1,Saskatchewan,51.66929639204672,-106.31022811716537,Tier 3 - Near Prime,0.823
CUST105038,54,Self-Employed,12.7,144638,666,4.8,162,42680,0,0,0,Credit Card,Education,70000,17.56,0.295,0.484,0.161,1,British Columbia,49.20856294434757,-123.62907781879414,Tier 3 - Near Prime,0.484
CUST105039,39,Employed,14.0,51972,796,10.0,13653,14878,0,1,0,Personal Loan,Personal,88000,9.83,0.286,1.693,0.564,1,Manitoba,49.51294136049433,-96.96571847465047,Tier 1 - Super Prime,1.693
CUST105040,40,Employed,9.3,38144,712,4.4,1339,21704,0,0,0,Personal Loan,Business,52200,10.27,0.569,1.368,0.456,0,British Columbia,48.993692667337186,-123.58402623977356,Tier 2 - Prime,1.368
CUST105041,18,Employed,0.0,22581,597,0.6,13,9011,0,3,0,Credit Card,Home Improvement,30800,22.57,0.399,1.364,0.455,0,Quebec,45.603840110417515,-73.64687615802724,Tier 4 - Subprime,1.364
CUST105042,32,Employed,3.4,31947,659,12.9,701,4425,0,0,0,Line of Credit,Business,8100,10.64,0.139,0.254,0.085,1,Ontario,43.537883736540486,-79.55113816476077,Tier 3 - Near Prime,0.254
CUST105043,25,Student,1.6,20878,692,5.8,878,4420,0,1,0,Credit Card,Debt Consolidation,2100,17.61,0.212,0.101,0.034,1,British Columbia,49.721753935532526,-123.22291957742942,Tier 2 - Prime,0.101
CUST105044,44,Self-Employed,17.4,155789,591,15.3,1295,10472,1,0,0,Credit Card,Debt Consolidation,10500,21.18,0.067,0.067,0.022,0,Quebec,45.17243481457015,-73.47436704378894,Tier 4 - Subprime,0.067
CUST105045,47,Employed,9.6,25472,514,26.8,248,6087,0,1,0,Credit Card,Education,10600,21.45,0.239,0.416,0.139,1,Quebec,46.09784883875926,-73.99884056162513,Tier 4 - Subprime,0.416
CUST105046,18,Employed,0.0,15693,521,0.2,96,4621,0,1,1,Credit Card,Business,20300,22.28,0.294,1.294,0.431,0,Quebec,45.33297209911167,-73.89962743048207,Tier 4 - Subprime,1.294
CUST105047,34,Employed,12.2,31188,580,13.6,127165,5871,0,0,0,Credit Card,Business,15100,22.85,0.188,0.484,0.161,1,Quebec,45.520183420791085,-74.04073070744343,Tier 4 - Subprime,0.484
CUST105048,48,Employed,25.6,50363,637,12.7,939,15012,0,2,0,Credit Card,Medical,57000,20.26,0.298,1.132,0.377,0,Ontario,43.211998531770455,-79.19964001237219,Tier 3 - Near Prime,1.132
CUST105049,32,Employed,9.6,28329,701,8.1,7248,3666,0,0,0,Personal Loan,Business,55000,11.45,0.129,1.941,0.647,1,Quebec,45.59685881529537,-74.10373870002365,Tier 2 - Prime,1.941
CUST105050,43,Employed,23.1,52077,668,2.9,2804,5068,0,0,0,Credit Card,Education,44700,18.86,0.097,0.858,0.286,1,Ontario,44.206741873321874,-79.19312579795185,Tier 3 - Near Prime,0.858
CUST105051,39,Employed,13.0,52068,723,5.1,47,7802,0,0,0,Personal Loan,Personal,38400,11.03,0.15,0.737,0.246,1,Alberta,53.84537733345242,-112.92621233787976,Tier 2 - Prime,0.737
CUST105052,39,Employed,8.5,61037,732,9.2,1278,23614,0,0,0,Credit Card,Personal,70000,15.51,0.387,1.147,0.382,1,Ontario,43.34606547217942,-78.91615531338088,Tier 2 - Prime,1.147
CUST105053,31,Self-Employed,6.0,135504,627,6.2,2927,32701,0,1,0,Credit Card,Education,70000,20.19,0.241,0.517,0.172,1,Ontario,43.58433405300087,-79.5917431914586,Tier 3 - Near Prime,0.517
CUST105054,20,Employed,1.2,39296,607,0.8,20,15661,0,0,0,Line of Credit,Personal,6800,11.9,0.399,0.173,0.058,1,Quebec,45.412219976834855,-73.90960817708286,Tier 3 - Near Prime,0.173
CUST105055,21,Employed,1.7,66838,695,0.8,20,16658,0,0,0,Credit Card,Medical,43200,17.78,0.249,0.646,0.215,1,British Columbia,48.80023732111101,-122.56830132358617,Tier 2 - Prime,0.646
CUST105056,43,Self-Employed,7.1,120203,678,9.4,1656,62561,1,0,0,Credit Card,Education,24700,17.78,0.52,0.205,0.068,0,Quebec,45.9647202168132,-73.63472955848259,Tier 3 - Near Prime,0.205
CUST105057,35,Employed,11.3,146034,648,6.6,1561,67548,0,0,0,Credit Card,Personal,30300,19.21,0.463,0.207,0.069,1,Ontario,43.510947259970024,-79.56031708848764,Tier 3 - Near Prime,0.207
CUST105058,33,Self-Employed,9.0,76103,594,10.6,22481,46298,0,0,1,Credit Card,Education,61700,22.3,0.608,0.811,0.27,0,Quebec,45.49481153332491,-74.01603327618504,Tier 4 - Subprime,0.811
CUST105059,29,Employed,10.5,17599,591,8.8,1214,4238,0,0,0,Personal Loan,Education,5400,16.51,0.241,0.307,0.102,1,Ontario,43.40269732985188,-79.78332366359705,Tier 4 - Subprime,0.307
CUST105060,31,Employed,6.5,49742,636,3.9,149,10147,0,0,0,Personal Loan,Home Improvement,70500,13.31,0.204,1.417,0.472,0,Manitoba,49.477974752145286,-96.84832993649637,Tier 3 - Near Prime,1.417
CUST105061,47,Employed,21.8,95943,595,12.8,3299,28196,0,1,0,Credit Card,Personal,49800,22.96,0.294,0.519,0.173,1,Manitoba,50.37763274372577,-97.49671690960136,Tier 4 - Subprime,0.519
CUST105062,30,Employed,9.6,27148,580,1.2,29,5721,0,2,2,Personal Loan,Medical,14000,15.11,0.211,0.516,0.172,0,Quebec,44.94657697319212,-73.9524812904494,Tier 4 - Subprime,0.516
CUST105063,18,Self-Employed,1.0,39717,535,1.5,613,12695,0,1,0,Personal Loan,Education,53800,15.78,0.32,1.355,0.452,0,Ontario,43.533055401579354,-79.59651975463336,Tier 4 - Subprime,1.355
CUST105064,43,Employed,9.5,38419,676,1.0,45,14131,0,0,0,Line of Credit,Personal,10300,10.48,0.368,0.268,0.089,1,British Columbia,49.55953451233638,-122.62469879975974,Tier 3 - Near Prime,0.268
CUST105065,32,Employed,10.0,44487,785,2.9,220,1545,0,1,0,Personal Loan,Business,73600,8.62,0.035,1.654,0.551,1,Ontario,43.423829501841034,-79.27596095489838,Tier 1 - Super Prime,1.654
CUST105066,35,Employed,16.6,88875,757,6.2,767,13444,0,0,0,Personal Loan,Personal,100000,9.26,0.151,1.125,0.375,1,Quebec,45.436934328354695,-73.23726081349749,Tier 2 - Prime,1.125
CUST105067,54,Employed,21.8,136504,698,15.2,13072,17679,0,0,0,Credit Card,Personal,68200,18.36,0.13,0.5,0.167,1,Ontario,43.73057270124094,-79.12051962654367,Tier 2 - Prime,0.5
CUST105068,34,Employed,11.8,34518,601,14.4,19893,14530,0,0,1,Credit Card,Personal,46700,19.13,0.421,1.353,0.451,1,Manitoba,50.48919793468297,-96.59853749664987,Tier 3 - Near Prime,1.353
CUST105069,38,Employed,4.7,31756,581,1.5,669,9153,0,1,0,Credit Card,Medical,43300,21.31,0.288,1.364,0.455,0,Ontario,43.96316160536104,-79.15471594328362,Tier 4 - Subprime,1.364
CUST105070,20,Employed,1.3,37426,602,1.6,44,18795,0,0,0,Personal Loan,Medical,71900,13.21,0.502,1.921,0.64,0,Quebec,46.06223844850815,-74.01702767750587,Tier 3 - Near Prime,1.921
CUST105071,32,Employed,0.5,26439,644,0.1,66,4089,1,3,0,Line of Credit,Business,9200,11.7,0.155,0.348,0.116,0,British Columbia,49.51447456878723,-123.4781904316145,Tier 3 - Near Prime,0.348
CUST105072,42,Employed,19.9,22638,671,22.9,1290,18110,0,0,0,Line of Credit,Home Improvement,8000,9.46,0.8,0.353,0.118,0,Quebec,45.224563465710965,-73.32388717047722,Tier 3 - Near Prime,0.353
CUST105073,18,Employed,0.0,23045,744,0.6,7,9781,0,1,0,Credit Card,Medical,5300,15.6,0.424,0.23,0.077,1,Ontario,43.39818657084803,-79.72518329344778,Tier 2 - Prime,0.23
CUST105074,37,Employed,1.2,19075,675,5.6,818,6310,0,1,0,Credit Card,Medical,23600,17.71,0.331,1.237,0.412,1,Saskatchewan,52.5201571640407,-106.27799207225668,Tier 3 - Near Prime,1.237
CUST105075,36,Self-Employed,3.3,61826,684,8.3,110,20431,0,1,1,Line of Credit,Education,17000,10.12,0.33,0.275,0.092,1,Quebec,45.41495618943601,-73.11170016556103,Tier 2 - Prime,0.275
CUST105076,35,Student,0.9,15891,572,6.7,786,6035,0,0,1,Credit Card,Medical,1600,21.53,0.38,0.101,0.034,0,Quebec,45.34596903208392,-73.67002833039628,Tier 4 - Subprime,0.101
CUST105077,47,Employed,1.2,39843,561,12.3,1494,5553,0,2,0,Personal Loan,Education,36400,15.82,0.139,0.914,0.305,0,Ontario,44.187312831647525,-79.52440366992992,Tier 4 - Subprime,0.914
CUST105078,39,Employed,0.7,67491,650,5.4,320,5821,0,0,0,Personal Loan,Home Improvement,32900,12.01,0.086,0.487,0.162,1,Quebec,44.9175797997649,-74.02236562116036,Tier 3 - Near Prime,0.487
CUST105079,52,Employed,17.3,59521,585,11.4,6123,22799,0,1,1,Line of Credit,Education,39900,14.03,0.383,0.67,0.223,0,Quebec,45.531660262242234,-73.04191777525307,Tier 4 - Subprime,0.67
CUST105080,23,Self-Employed,1.0,17913,716,3.4,23,7065,0,0,0,Line of Credit,Business,6800,8.44,0.394,0.38,0.127,1,Ontario,43.98329198874538,-79.39868020346957,Tier 2 - Prime,0.38
CUST105081,36,Self-Employed,5.1,64418,663,10.6,5387,11055,0,0,1,Personal Loan,Home Improvement,64300,12.71,0.172,0.998,0.333,1,Ontario,43.93660281941896,-79.13353088515174,Tier 3 - Near Prime,0.998
CUST105082,36,Self-Employed,1.2,32480,626,1.2,422,12256,0,0,1,Line of Credit,Education,20500,12.21,0.377,0.631,0.21,0,Alberta,53.38718926456558,-113.90458240320436,Tier 3 - Near Prime,0.631
CUST105083,22,Employed,1.8,31687,545,2.2,26,817,0,0,0,Credit Card,Medical,31500,21.09,0.026,0.994,0.331,0,Ontario,43.695977974204176,-79.33573999515649,Tier 4 - Subprime,0.994
CUST105084,46,Employed,25.7,63474,705,15.7,4007,16011,0,0,0,Personal Loan,Business,100000,10.53,0.252,1.575,0.525,1,Ontario,43.05989275362545,-79.05059360222343,Tier 2 - Prime,1.575
CUST105085,62,Employed,19.4,152523,693,5.9,2304,10676,0,0,0,Line of Credit,Home Improvement,50000,9.54,0.07,0.328,0.109,1,Quebec,45.543496323642074,-73.44981286710693,Tier 2 - Prime,0.328
CUST105086,34,Employed,7.3,43621,719,2.1,422,11402,0,0,0,Line of Credit,Business,19300,8.44,0.261,0.442,0.147,1,British Columbia,49.3911814716793,-123.26487166078773,Tier 2 - Prime,0.442
CUST105087,41,Employed,12.8,29896,603,0.4,24,12489,0,1,0,Line of Credit,Business,17700,11.16,0.418,0.592,0.197,0,Ontario,44.10294960511065,-79.24528744313952,Tier 3 - Near Prime,0.592
CUST105088,36,Employed,3.0,27809,535,0.9,6,12324,1,2,0,Credit Card,Business,11300,22.3,0.443,0.406,0.135,0,Quebec,45.154584723772125,-72.97262961909654,Tier 4 - Subprime,0.406
CUST105089,26,Student,1.6,17370,634,5.6,199,5486,0,0,0,Personal Loan,Personal,12300,13.1,0.316,0.708,0.236,1,Ontario,44.04337485488937,-79.16399426826312,Tier 3 - Near Prime,0.708
CUST105090,18,Student,0.1,33946,610,1.2,889,14999,0,0,0,Personal Loan,Personal,56800,13.33,0.442,1.673,0.558,0,Ontario,43.91487981290637,-79.37945427826172,Tier 3 - Near Prime,1.673
CUST105091,26,Employed,0.5,42414,700,0.2,39,20915,0,0,0,Personal Loan,Personal,36800,11.2,0.493,0.868,0.289,0,Ontario,43.8524370378632,-78.95674730906032,Tier 2 - Prime,0.868
CUST105092,18,Self-Employed,1.0,60598,607,0.6,358,6371,0,1,0,Line of Credit,Home Improvement,25300,11.83,0.105,0.418,0.139,0,Alberta,53.419365389160916,-113.5287750936058,Tier 3 - Near Prime,0.418
CUST105093,55,Student,1.6,44870,723,8.3,103,8093,0,0,0,Credit Card,Business,4500,17.35,0.18,0.1,0.033,1,Ontario,43.494121257725176,-79.44059106079308,Tier 2 - Prime,0.1
CUST105094,33,Employed,5.5,76776,646,6.5,326,36861,0,0,0,Personal Loan,Education,100000,13.89,0.48,1.302,0.434,0,Ontario,43.897113466920544,-79.31421591315426,Tier 3 - Near Prime,1.302
CUST105095,30,Employed,7.7,54672,676,6.3,1644,10976,0,0,1,Credit Card,Business,54400,17.5,0.201,0.995,0.332,1,Quebec,46.08996785710264,-73.78287050579651,Tier 3 - Near Prime,0.995
CUST105096,45,Student,0.2,19439,596,24.2,1942,8797,0,0,0,Line of Credit,Education,15900,14.72,0.453,0.818,0.273,0,Alberta,53.43252451101445,-114.00804611144119,Tier 4 - Subprime,0.818
CUST105097,21,Employed,2.3,15000,571,0.5,261,5937,0,0,0,Personal Loan,Medical,7800,16.85,0.396,0.52,0.173,0,Ontario,44.15551973311606,-79.5307247885156,Tier 4 - Subprime,0.52
CUST105098,25,Self-Employed,1.7,47246,652,6.7,1389,9448,0,1,0,Credit Card,Personal,3900,18.31,0.2,0.083,0.028,1,Quebec,45.60555409883729,-73.29085480692221,Tier 3 - Near Prime,0.083
CUST105099,35,Employed,3.7,44676,686,12.8,356,1736,0,0,0,Personal Loan,Home Improvement,41900,12.63,0.039,0.938,0.313,1,Ontario,44.09499878428383,-79.3981248286104,Tier 2 - Prime,0.938
CUST105100,47,Employed,20.7,37689,646,7.0,288,12119,0,1,0,Credit Card,Business,11200,19.67,0.322,0.297,0.099,1,Quebec,45.16232853645032,-73.1417058203472,Tier 3 - Near Prime,0.297
CUST105101,41,Employed,1.5,47557,585,13.2,1336,24315,0,2,0,Credit Card,Personal,19000,21.81,0.511,0.4,0.133,0,Quebec,45.816378489693385,-73.94868652534731,Tier 4 - Subprime,0.4
CUST105102,37,Employed,9.2,39738,625,7.0,368,12702,0,0,0,Credit Card,Personal,46900,20.51,0.32,1.18,0.393,1,Quebec,45.90363221289019,-73.90082795412788,Tier 3 - Near Prime,1.18
CUST105103,35,Self-Employed,5.6,62628,724,6.1,473,28437,0,0,0,Line of Credit,Business,19300,8.73,0.454,0.308,0.103,0,Ontario,44.05180296788159,-79.21002755936718,Tier 2 - Prime,0.308
CUST105104,39,Employed,15.6,30164,668,14.0,484,6824,0,2,1,Line of Credit,Home Improvement,11500,10.71,0.226,0.381,0.127,1,Ontario,43.99485365443943,-79.00104303421743,Tier 3 - Near Prime,0.381
CUST105105,37,Employed,12.1,89162,675,2.3,26,45231,0,0,0,Credit Card,Personal,15700,18.93,0.507,0.176,0.059,0,Ontario,43.41823475567925,-79.14858945117022,Tier 3 - Near Prime,0.176
CUST105106,22,Self-Employed,1.0,123884,646,1.5,513,19908,0,0,0,Personal Loan,Medical,100000,14.38,0.161,0.807,0.269,1,Ontario,43.67954026373999,-79.45038932223491,Tier 3 - Near Prime,0.807
CUST105107,35,Student,1.5,26624,765,16.5,11559,10513,0,1,0,Credit Card,Education,2700,15.17,0.395,0.101,0.034,1,Ontario,43.412845736209846,-78.92330129350628,Tier 1 - Super Prime,0.101
CUST105108,22,Self-Employed,1.0,78631,556,1.7,80,50096,1,1,2,Credit Card,Education,63200,22.62,0.637,0.804,0.268,0,British Columbia,49.09425908805046,-122.91011024569693,Tier 4 - Subprime,0.804
CUST105109,35,Employed,3.1,89017,591,1.2,1931,18316,0,1,0,Personal Loan,Personal,100000,16.43,0.206,1.123,0.374,0,Saskatchewan,51.89466266030585,-106.26821579142342,Tier 4 - Subprime,1.123
CUST105110,29,Self-Employed,3.7,20994,654,1.1,139,2668,0,0,0,Credit Card,Personal,1800,18.4,0.127,0.086,0.029,1,Saskatchewan,51.87427245760197,-106.18537098727762,Tier 3 - Near Prime,0.086
CUST105111,65,Employed,6.7,22579,753,1.8,1530,2437,0,0,0,Personal Loan,Business,28700,9.83,0.108,1.271,0.424,1,Alberta,53.77820600701028,-113.45787713357988,Tier 2 - Prime,1.271
CUST105112,34,Employed,1.8,59516,707,9.8,4865,14508,0,0,0,Credit Card,Education,9600,16.2,0.244,0.161,0.054,1,Quebec,45.68201643917754,-73.46128940224717,Tier 2 - Prime,0.161
CUST105113,18,Employed,0.0,61978,560,0.4,10,15869,0,1,1,Personal Loan,Home Improvement,91700,15.64,0.256,1.48,0.493,0,British Columbia,48.92781708154775,-122.92043337851035,Tier 4 - Subprime,1.48
CUST105114,33,Employed,8.1,34563,693,2.0,1050,4096,0,0,0,Personal Loan,Personal,54900,11.18,0.119,1.588,0.529,1,Ontario,43.88302246412004,-78.81644147855597,Tier 2 - Prime,1.588
CUST105115,41,Employed,13.0,52484,608,19.7,224,7198,0,0,0,Credit Card,Home Improvement,31700,19.04,0.137,0.604,0.201,1,British Columbia,49.03198231512937,-122.75351109740757,Tier 3 - Near Prime,0.604
CUST105116,55,Employed,24.2,48864,602,1.2,154,14441,0,8,0,Credit Card,Medical,27600,19.94,0.296,0.565,0.188,0,Quebec,45.14376200145976,-74.12538400777346,Tier 3 - Near Prime,0.565
CUST105117,27,Employed,8.0,37077,623,5.3,329,11675,0,1,0,Personal Loan,Debt Consolidation,9500,13.14,0.315,0.256,0.085,0,Quebec,45.79840225648231,-73.65225898120481,Tier 3 - Near Prime,0.256
CUST105118,18,Employed,0.0,31797,691,1.9,40,4991,0,0,0,Credit Card,Business,19300,17.24,0.157,0.607,0.202,1,British Columbia,49.1181417113706,-122.67826278842807,Tier 2 - Prime,0.607
CUST105119,44,Employed,8.9,101113,781,4.1,3473,30222,0,0,0,Personal Loan,Medical,100000,8.12,0.299,0.989,0.33,1,Ontario,43.736420629189595,-79.939550792313,Tier 1 - Super Prime,0.989
CUST105120,18,Employed,0.0,49753,677,1.1,74,18017,0,0,0,Line of Credit,Debt Consolidation,31200,9.14,0.362,0.627,0.209,0,Ontario,43.29334875255875,-79.22692670642485,Tier 3 - Near Prime,0.627
CUST105121,29,Self-Employed,3.8,83801,698,4.9,7476,12127,0,0,0,Credit Card,Education,70000,17.39,0.145,0.835,0.278,1,Manitoba,50.0315326047911,-96.60439382799359,Tier 2 - Prime,0.835
CUST105122,31,Employed,9.8,26828,649,8.6,706,15061,0,2,0,Credit Card,Personal,26800,20.84,0.561,0.999,0.333,0,Ontario,43.30279212150598,-79.6089294705202,Tier 3 - Near Prime,0.999
CUST105123,34,Employed,11.5,36300,549,11.5,4248,3624,0,0,0,Line of Credit,Medical,17600,13.94,0.1,0.485,0.162,1,Quebec,45.101952308120325,-73.30071086952832,Tier 4 - Subprime,0.485
CUST105124,43,Employed,4.9,46551,645,5.3,699,3150,0,0,0,Credit Card,Education,21800,20.17,0.068,0.468,0.156,1,Manitoba,49.75893428614213,-97.36457087023152,Tier 3 - Near Prime,0.468
CUST105125,26,Employed,1.4,67062,701,8.0,3140,8813,0,1,0,Credit Card,Home Improvement,39600,16.58,0.131,0.59,0.197,1,Quebec,45.8497742072979,-73.3992453872647,Tier 2 - Prime,0.59
CUST105126,31,Employed,1.5,36774,543,12.1,602,3232,0,0,0,Line of Credit,Education,14500,14.22,0.088,0.394,0.131,1,Quebec,45.11354121791206,-73.04352591141533,Tier 4 - Subprime,0.394
CUST105127,34,Employed,2.0,65654,615,3.7,1493,21692,0,0,0,Credit Card,Medical,7000,19.13,0.33,0.107,0.036,1,Ontario,43.19363188101629,-79.54045741560162,Tier 3 - Near Prime,0.107
CUST105128,36,Student,0.5,67545,579,0.5,18,52654,0,0,1,Line of Credit,Home Improvement,25800,13.53,0.78,0.382,0.127,0,Ontario,43.09117723095418,-78.83101340672239,Tier 4 - Subprime,0.382
CUST105129,36,Student,0.7,29154,611,13.8,6591,10671,0,1,0,Credit Card,Medical,2900,19.41,0.366,0.099,0.033,1,Alberta,53.44525890783652,-113.635167633389,Tier 3 - Near Prime,0.099
CUST105130,40,Student,1.2,36940,672,0.6,191,4668,0,0,0,Personal Loan,Education,39700,12.47,0.126,1.075,0.358,0,Quebec,45.240130077876294,-73.6970721494426,Tier 3 - Near Prime,1.075
CUST105131,45,Employed,20.1,44008,745,14.1,6157,5532,0,0,0,Personal Loan,Education,9000,11.06,0.126,0.205,0.068,1,Quebec,45.25223014073476,-73.25025644344805,Tier 2 - Prime,0.205
CUST105132,39,Self-Employed,3.2,76591,754,0.5,12,27912,0,0,0,Personal Loan,Business,16000,9.47,0.364,0.209,0.07,1,Ontario,44.23153033135417,-79.55020180021923,Tier 2 - Prime,0.209
CUST105133,40,Employed,5.6,68504,641,17.9,11169,13348,0,1,0,Line of Credit,Personal,27800,12.52,0.195,0.406,0.135,1,Ontario,43.286148083486026,-79.58978063112978,Tier 3 - Near Prime,0.406
CUST105134,18,Self-Employed,1.0,80681,603,0.2,1343,8604,0,0,0,Credit Card,Education,32000,19.82,0.107,0.397,0.132,1,Saskatchewan,52.083312460623304,-107.04727928469757,Tier 3 - Near Prime,0.397
CUST105135,35,Student,1.5,15000,615,13.6,1040,1784,0,2,0,Line of Credit,Education,9400,12.61,0.119,0.627,0.209,1,Ontario,44.236841805486804,-79.87642647846191,Tier 3 - Near Prime,0.627
